ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
244,Про Лицаря Прищака та Принцесу Гарнюню,2024-06-16 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107472?utm_referrer=lviv.kontramarka.ua/uk/pro-licara-prisaka-ta-princesu-garnunu-74305.html&siteShowId=74305&siteEventId=203729,"У королівстві Гарнограді переполох - принцесу Гарнюню вже пора видавати заміж! Що б могло піти не так, якщо принцеса - найгарніша, найрозумніша і найпрацьовитіша дівчина у королівстві? Та навіть казкове життя складається із побутових дрібниць та випадковостей - Блазень забув запросити претендентів на руку Гарнюні, тим часом у королівство завітав мандрівний лицар, який щось приховує під опущеним забралом, а сама принцеса має власний погляд на питання шлюбу…",#Казка ,100,150,2024-06-16 12:50:00
245,Золоторогий олень,2024-06-22 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107475?utm_referrer=lviv.kontramarka.ua/uk/zolotorogij-olen-54984.html&siteShowId=54984&siteEventId=203722,"У Львівському обласному ляльковому театрі відбудеться вистава ""Золоторогий олень"" у  Львові, за мотивами казки Дмитра Павличка. Золоті роги можуть бути не тільки багатством, а й  великим тягарем. Блукає він по горах і долинах, шукає ліки та розради і зневіри. Хоче знайти зoлoтoрoгий олень щиру дружбу. І таким другом стає для нього хлопець Василько.",#Ляльковий спектакль #Казка ,100,150,2024-06-22 12:45:00
246,Коза - Дереза,2024-06-23 12:00:00,60,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107478?utm_referrer=lviv.kontramarka.ua/uk/koza-dereza-54987.html&siteShowId=54987&siteEventId=203733,"Запрошуємо до Львівського академічного обласного театру ляльок, де пройде показ лялькової вистави за мотивами народної казки “Коза-дереза” у Львові. Жила-була одна Коза, і все в її житті складалося непогано. Облаштувалася вона у дбайливій родині та з добрим господарем. Тільки характер у нашої героїні був вередливий, примхливий та неуживливий. Одним словом, Коза була справжня ""Дереза"": постійно хитрила, упиралася і погано поводилася зі своїми господарями. А одного разу так просто взяла і пішла від них з дому.",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-06-23 13:00:00
247,Два леви,2024-06-29 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107480?utm_referrer=lviv.kontramarka.ua/uk/dva-levi-54985.html&siteShowId=54985&siteEventId=203734,"За давніх часів жив і правив по два береги Полтви король Лев, син Данила. А поруч, у лісі, правив ще один Лев — цар звірів. Та темні часи прийшли у мирне царство. До цієї місцини прийшов Чорний король-завойовник. Він нищив та палив усе, що зустрічав на своєму шляху. Чи вдасться двом Левам знайти в собі відважність, мужність та сміливість, щоб побороти цю страшну силу? Чи відновиться мир і злагода на їхній землі?",#Дитячий театр #Ляльковий спектакль #Казка ,100,120,2024-06-29 12:45:00
248,Коло,2024-06-29 18:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget510site11741/widget/event/107481?utm_referrer=lviv.kontramarka.ua/uk/kolo-85311.html&siteShowId=85311&siteEventId=203739,16+,#Пригоди #Казка ,150,200,2024-06-29 18:50:00
249,ВЕСІЛЛЯ. Сад Божественних Пісень,2024-05-19 18:00:00,119,"Театральний центр ""Слово і голос""","вул. Городоцька, 38",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/109292?utm_referrer=lviv.kontramarka.ua/uk/vesilla-sad-bozestvennih-pisen-75771.html&siteShowId=75771&siteEventId=205462,,,300,300,2024-05-19 19:59:00
250,САД Божественних пісень. Сковорода,2024-05-24 18:00:00,119,"Театральний центр ""Слово і голос""","вул. Городоцька, 38",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/109293?utm_referrer=lviv.kontramarka.ua/uk/premera-vistavi-sad-bozestvennih-pisen-skovoroda-79115.html&siteShowId=79115&siteEventId=205463,,,300,300,2024-05-24 19:59:00
251,Music for a while. Henry Purcell,2024-05-25 18:00:00,119,"Театральний центр ""Слово і голос""","вул. Городоцька, 38",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/103062?utm_referrer=lviv.kontramarka.ua/uk/music-for-a-while-henry-purcell-79309.html&siteShowId=79309&siteEventId=199078,"Цього вечора прозвучать рідковиконувані пісні і відомі арії англійського барокового композитора Генрі Перселла у виконанні співачки та акторки Наталії Половинки та піаніста Сергія Кудринецького. Цей вечір - унікальне поєднання органу, оркестру, клавесину та голосу.   Трагедія, комедія і драма - все це є у музиці Генрі Перселла - коли кожен твір, буквально, - маленька вистава. Відома актриса і співачка Наталія Половинка відкриває кулісу - і співом веде в ігровий світ образів Перселла.",,250,250,2024-05-25 19:59:00
252,Musique Café: Музичні ландшафти Карпат,2024-05-26 18:00:00,119,"Театральний центр ""Слово і голос""","вул. Городоцька, 38",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/109294?utm_referrer=lviv.kontramarka.ua/uk/musique-cafe-muzicni-landsafti-karpat-86084.html&siteShowId=86084&siteEventId=205464,,,250,250,2024-05-26 19:59:00
253,Музичні хіти світового кіноекрану,2024-05-31 18:00:00,119,"Театральний центр ""Слово і голос""","вул. Городоцька, 38",https://widget.kontramarka.ua/uk/widget508site11278/widget/event/109295?utm_referrer=lviv.kontramarka.ua/uk/muzicni-hiti-svitovogo-kinoekranu-76048.html&siteShowId=76048&siteEventId=205465,"Скрипка, саксофон, флейта Пана та ваше улюблене кіно нарешті поєдналися в спеціальній музичній програмі!",,250,250,2024-05-31 19:59:00
254,Птахи,2024-05-19 18:00:00,110,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106761?utm_referrer=lviv.kontramarka.ua/uk/premera-ptahi-90923.html&siteShowId=90923&siteEventId=202902,локація - велика сцена,,220,280,2024-05-19 19:50:00
255,Птахи,2024-06-20 18:00:00,110,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110222?utm_referrer=lviv.kontramarka.ua/uk/premera-ptahi-90923.html&siteShowId=90923&siteEventId=206515,локація - велика сцена,,220,280,2024-06-20 19:50:00
256,Галдамаш,2024-05-22 18:00:00,100,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106762?utm_referrer=lviv.kontramarka.ua/uk/galdamas-83104.html&siteShowId=83104&siteEventId=202903,“Галдамаш”,,300,320,2024-05-22 19:40:00
257,Галдамаш,2024-05-30 18:00:00,100,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106769?utm_referrer=lviv.kontramarka.ua/uk/galdamas-83104.html&siteShowId=83104&siteEventId=202904,“Галдамаш”,,300,320,2024-05-30 19:40:00
258,"""Леся.Їсторія""",2024-05-24 18:00:00,95,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106764?utm_referrer=lviv.kontramarka.ua/uk/premera-lesaistoria-83107.html&siteShowId=83107&siteEventId=202907,"""Леся.Їсторія""",,200,260,2024-05-24 19:35:00
259,"""Леся.Їсторія""",2024-06-23 18:00:00,95,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110224?utm_referrer=lviv.kontramarka.ua/uk/premera-lesaistoria-83107.html&siteShowId=83107&siteEventId=206517,"""Леся.Їсторія""",,200,260,2024-06-23 19:35:00
260,"146 зірок, видимих неозброєним оком",2024-05-25 18:00:00,140,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106765?utm_referrer=lviv.kontramarka.ua/uk/146-zirok-vidimih-neozbroenim-okom-84290.html&siteShowId=84290&siteEventId=202910,"146 зірок, видимих неозброєним оком",#Мюзикл ,300,320,2024-05-25 20:20:00
261,Top Girls,2024-05-26 18:00:00,119,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106766?utm_referrer=lviv.kontramarka.ua/uk/top-girls-83105.html&siteShowId=83105&siteEventId=202911,“Top Girls”,,200,260,2024-05-26 19:59:00
262,Уявні маршрути Львовом,2024-05-29 18:00:00,100,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",,"""Уявні маршрути Львовом""",,250,250,2024-05-29 19:40:00
263,Сто перших слів,2024-05-31 18:00:00,90,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/106770?utm_referrer=lviv.kontramarka.ua/uk/sto-persih-sliv-90403.html&siteShowId=90403&siteEventId=202909,вистава-гра,,250,250,2024-05-31 19:30:00
264,Сто перших слів,2024-06-27 18:00:00,90,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110227?utm_referrer=lviv.kontramarka.ua/uk/sto-persih-sliv-90403.html&siteShowId=90403&siteEventId=206518,вистава-гра,,250,250,2024-06-27 19:30:00
265,"Клуб ""Зневіра""",2024-06-01 18:00:00,80,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110220?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=206513,"""Клуб “Зневіра”""",,300,320,2024-06-01 19:20:00
266,"Клуб ""Зневіра""",2024-06-19 18:00:00,80,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110221?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=206514,"""Клуб “Зневіра”""",,300,320,2024-06-19 19:20:00
267,"Клуб ""Зневіра""",2024-06-29 18:00:00,80,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110365?utm_referrer=lviv.kontramarka.ua/uk/klub-znevira-88304.html&siteShowId=88304&siteEventId=206691,"""Клуб “Зневіра”""",,300,320,2024-06-29 19:20:00
268,Люди,2024-06-22 18:00:00,80,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110223?utm_referrer=lviv.kontramarka.ua/uk/ludi-83611.html&siteShowId=83611&siteEventId=206512,«Люди»,,300,320,2024-06-22 19:20:00
269,Філоктет. Античний рейв,2024-06-26 18:00:00,110,Львівський академічний драматичний  театр імені Лесі Українки,"вул. Городоцька, 36",https://widget.kontramarka.ua/uk/widget510site12936/widget/event/110226?utm_referrer=lviv.kontramarka.ua/uk/filoktet-anticnij-rejv-84469.html&siteShowId=84469&siteEventId=206519,"""Філоктет. Античний рейв""",,300,320,2024-06-26 19:50:00
270,Розстріляне відродження,2024-06-09 19:00:00,120,Митрополичі сади (Сад собору Святого Юра),Площа Святого Юра 5,https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100164992?utm_referrer=lviv.kontramarka.ua/uk/rozstrilane-vidrodzenna-93705.html&siteShowId=93705&siteEventId=206604,Вперше у Львові - літературно-музичний перформанс “Розстріляне відродження. Голоси крізь час” у постановці Заслуженого артиста України Олексія Гнатковського.,,390,890,2024-06-09 21:00:00
271,Майстер клас з малювання АКВАРЕЛЛЮ з вином,2024-05-21 18:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109497?utm_referrer=lviv.kontramarka.ua/uk/majster-klas-z-maluvanna-akvarellu-z-vinom-80662.html&siteShowId=80662&siteEventId=206103,"Це майстер-клас з  малювання картин АКВАРЕЛЛЮ з вином у затишній арт-студії. Ми навчимо малювати аквареллю за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,550,2024-05-21 20:30:00
272,Ukrainian Wine Festival/Фестиваль українського вина 2024,2024-06-14 14:00:00,120,Львівський палац мистецтв,"вул. Коперника, 17",https://widget.kontramarka.ua/uk/widget509site11408/widget/event/108523?utm_referrer=lviv.kontramarka.ua/uk/ukrainian-wine-festivalfestival-ukrainskogo-vina-2024-93181.html&siteShowId=93181&siteEventId=204905,,,150,250,2024-06-14 16:00:00
273,Ukrainian Wine Festival/Фестиваль українського вина 2024,2024-06-15 12:00:00,120,Львівський палац мистецтв,"вул. Коперника, 17",https://widget.kontramarka.ua/uk/widget509site11408/widget/event/108525?utm_referrer=lviv.kontramarka.ua/uk/ukrainian-wine-festivalfestival-ukrainskogo-vina-2024-93181.html&siteShowId=93181&siteEventId=204906,,,150,250,2024-06-15 14:00:00
274,Ukrainian Wine Festival/Фестиваль українського вина 2024,2024-06-16 12:00:00,120,Львівський палац мистецтв,"вул. Коперника, 17",https://widget.kontramarka.ua/uk/widget509site11408/widget/event/108527?utm_referrer=lviv.kontramarka.ua/uk/ukrainian-wine-festivalfestival-ukrainskogo-vina-2024-93181.html&siteShowId=93181&siteEventId=204907,,,150,250,2024-06-16 14:00:00
275,Майстер-клас з малювання алкогольними чорнилами з вином,2024-05-19 13:00:00,120,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109495?utm_referrer=lviv.kontramarka.ua/uk/majsterklas-z-maluvanna-alkogolnimi-cornilami-z-vinom-76371.html&siteShowId=76371&siteEventId=206097,Це майстер-клас з малювання алкогольними чорнилами з вином у затишній арт-студії.,,600,600,2024-05-19 15:00:00
276,Майстер-клас з малювання алкогольними чорнилами з вином,2024-05-26 13:00:00,120,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109505?utm_referrer=lviv.kontramarka.ua/uk/majsterklas-z-maluvanna-alkogolnimi-cornilami-z-vinom-76371.html&siteShowId=76371&siteEventId=206098,Це майстер-клас з малювання алкогольними чорнилами з вином у затишній арт-студії.,,600,600,2024-05-26 15:00:00
277,Майстер клас малювання картин з вином,2024-05-19 17:30:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109636?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-z-vinom-70491.html&siteShowId=70491&siteEventId=206089,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,650,2024-05-19 20:00:00
278,Майстер клас малювання картин з вином,2024-05-24 18:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109502?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-z-vinom-70491.html&siteShowId=70491&siteEventId=206090,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,650,2024-05-24 20:30:00
279,Майстер клас малювання картин з вином,2024-05-25 17:30:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109504?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-z-vinom-70491.html&siteShowId=70491&siteEventId=206091,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,650,2024-05-25 20:00:00
280,Майстер клас малювання картин з вином,2024-05-28 18:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109509?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-z-vinom-70491.html&siteShowId=70491&siteEventId=206092,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,650,2024-05-28 20:30:00
281,Майстер клас малювання картин з вином,2024-05-31 17:30:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109511?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-z-vinom-70491.html&siteShowId=70491&siteEventId=206093,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,550,650,2024-05-31 20:00:00
282,Дитячий майстер клас з малювання картин,2024-05-25 13:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109501?utm_referrer=lviv.kontramarka.ua/uk/ditacij-majster-klas-z-maluvanna-kartin-70525.html&siteShowId=70525&siteEventId=206095,Малювання для дітей,,300,300,2024-05-25 14:30:00
283,Майстер-клас з малювання картин сусальним золотом з вином,2024-05-26 15:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget511site12194/widget/event/109506?utm_referrer=lviv.kontramarka.ua/uk/art-vecirka-maluvanna-kartini-z-vinom-70829.html&siteShowId=70829&siteEventId=206100,,,750,750,2024-05-26 17:30:00
284,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-18 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109198?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205419,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-18 18:30:00
285,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-19 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109199?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205420,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-19 18:30:00
286,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-20 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109200?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205421,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-20 18:30:00
287,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-21 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109201?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205422,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-21 18:30:00
288,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-22 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109202?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205423,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-22 18:30:00
289,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-23 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109203?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205424,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-23 18:30:00
290,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-24 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109204?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205425,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-24 18:30:00
291,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-25 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109205?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205426,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-25 18:30:00
292,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-26 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109206?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205427,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-26 18:30:00
293,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-27 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109207?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205428,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-27 18:30:00
294,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-28 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109208?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205429,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-28 18:30:00
295,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-29 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109209?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205430,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-29 18:30:00
296,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-30 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109210?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205431,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-30 18:30:00
297,Твоя мандрівка містом Лева. Денний квиток з 10:30 до 20:00,2024-05-31 09:00:00,570,"Музей ""Львів Стародавній""","Львів, вул.Краківська, 21",https://widget.kontramarka.ua/uk/widget509site11998/widget/event/109211?utm_referrer=lviv.kontramarka.ua/uk/dennij-kvitok-z--do-70052.html&siteShowId=70052&siteEventId=205432,"Як часто ви відвідуєте музеї та їхні програми? Якщо ви живете у Львові або приїхали в гості, тоді обов'язково заплануйте відвідати музей ""Львів стародавній"". Це надихаюче місце, яке розкриває місто зовсім з іншого боку, зачаровує гостей інноваційними підходами до надання інформації.",,10,600,2024-05-31 18:30:00
