ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
109,Пливе човен,2024-05-22 18:00:00,80,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",,Пливе човен,,350,350,2024-05-22 19:20:00
110,Пливе човен,2024-05-28 18:00:00,80,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",,Пливе човен,,350,350,2024-05-28 19:20:00
111,Пливе човен,2024-06-13 18:00:00,80,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109970?utm_referrer=lviv.kontramarka.ua/uk/plive-coven-87755.html&siteShowId=87755&siteEventId=206275,Пливе човен,,350,350,2024-06-13 19:20:00
112,Малюємо Перемогу разом,2024-05-23 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106733?utm_referrer=lviv.kontramarka.ua/uk/maluemo-peremogu-razom-89157.html&siteShowId=89157&siteEventId=202877,Жанр: містична феєрія,,90,110,2024-05-23 13:00:00
113,Малюємо Перемогу разом,2024-06-09 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109966?utm_referrer=lviv.kontramarka.ua/uk/maluemo-peremogu-razom-89157.html&siteShowId=89157&siteEventId=206269,Жанр: містична феєрія,,90,110,2024-06-09 13:00:00
114,Малюємо Перемогу разом,2024-06-14 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109971?utm_referrer=lviv.kontramarka.ua/uk/maluemo-peremogu-razom-89157.html&siteShowId=89157&siteEventId=206276,Жанр: містична феєрія,,90,110,2024-06-14 13:00:00
115,Коза-Дереза,2024-05-28 12:00:00,70,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106738?utm_referrer=lviv.kontramarka.ua/uk/kozadereza-86459.html&siteShowId=86459&siteEventId=202882,"Прем'єра 5, 6 червня 2021 р.",,90,110,2024-05-28 13:10:00
116,Коза-Дереза,2024-06-06 12:00:00,70,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109961?utm_referrer=lviv.kontramarka.ua/uk/kozadereza-86459.html&siteShowId=86459&siteEventId=206264,"Прем'єра 5, 6 червня 2021 р.",,90,110,2024-06-06 13:10:00
117,Коза-Дереза,2024-06-16 12:00:00,70,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109984?utm_referrer=lviv.kontramarka.ua/uk/kozadereza-86459.html&siteShowId=86459&siteEventId=206290,"Прем'єра 5, 6 червня 2021 р.",,90,110,2024-06-16 13:10:00
118,Привид замку Кентервіль,2024-05-29 12:00:00,100,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106768?utm_referrer=lviv.kontramarka.ua/uk/privid-zamku-kentervil-86464.html&siteShowId=86464&siteEventId=202900,За оповіданням «Кентервільський привид» Оскара Вайлда,,90,110,2024-05-29 13:40:00
119,Привид замку Кентервіль,2024-06-18 12:00:00,100,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109985?utm_referrer=lviv.kontramarka.ua/uk/privid-zamku-kentervil-86464.html&siteShowId=86464&siteEventId=206297,За оповіданням «Кентервільський привид» Оскара Вайлда,,90,110,2024-06-18 13:40:00
120,Коли я була лисицею,2024-05-30 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106741?utm_referrer=lviv.kontramarka.ua/uk/koli-a-bula-lisiceu-90631.html&siteShowId=90631&siteEventId=202883,За однойменним твором Тані Поставної,,90,110,2024-05-30 13:00:00
121,Коли я була лисицею,2024-06-07 12:00:00,60,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109963?utm_referrer=lviv.kontramarka.ua/uk/koli-a-bula-lisiceu-90631.html&siteShowId=90631&siteEventId=206270,За однойменним твором Тані Поставної,,90,110,2024-06-07 13:00:00
122,Друзі,2024-05-30 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106742?utm_referrer=lviv.kontramarka.ua/uk/druzi-86458.html&siteShowId=86458&siteEventId=202881,П’єса Аманди Стерс та Давіда Фоенкіноса,#Комедія ,110,150,2024-05-30 19:30:00
123,Друзі,2024-06-15 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109972?utm_referrer=lviv.kontramarka.ua/uk/druzi-86458.html&siteShowId=86458&siteEventId=206273,П’єса Аманди Стерс та Давіда Фоенкіноса,#Комедія ,110,150,2024-06-15 19:30:00
124,Зачарована Десна,2024-05-31 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/107154?utm_referrer=lviv.kontramarka.ua/uk/zacarovana-desna-92683.html&siteShowId=92683&siteEventId=203405,за твором Олександра Довженко,,110,150,2024-05-31 19:30:00
125,Зачарована Десна,2024-06-05 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/107155?utm_referrer=lviv.kontramarka.ua/uk/zacarovana-desna-92683.html&siteShowId=92683&siteEventId=203406,за твором Олександра Довженко,,110,150,2024-06-05 19:30:00
126,Зачарована Десна,2024-06-29 18:00:00,90,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/109993?utm_referrer=lviv.kontramarka.ua/uk/zacarovana-desna-92683.html&siteShowId=92683&siteEventId=206305,за твором Олександра Довженко,,110,150,2024-06-29 19:30:00
127,Ветеран,2024-06-06 18:00:00,150,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget511site13023/widget/event/109311?utm_referrer=lviv.kontramarka.ua/uk/veteran-90978.html&siteShowId=90978&siteEventId=205493,"Якщо Твоя Родина - цілий світ, Ти воюєш за весь Світ!",,130,420,2024-06-06 20:30:00
128,Джереґеля. Дівич-доля,2024-06-08 17:00:00,50,Перший академічний український театр для дітей та юнацтва,"вул. Гнатюка, 11",https://widget.kontramarka.ua/uk/widget510site13224/widget/event/106727?utm_referrer=lviv.kontramarka.ua/uk/dzeregela-divicdola-90672.html&siteShowId=90672&siteEventId=202862,Жанр: театрально-музичне дійство,,250,250,2024-06-08 17:50:00
129,ДАМИ І ГУСАРИ,2024-05-19 18:00:00,119,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106624?utm_referrer=lviv.kontramarka.ua/uk/dami-i-gusari-81481.html&siteShowId=81481&siteEventId=202706,"Александр Фредро «Дами і гусари» Події відбувається в будинку майора за селом, де він відпочиває з друзями-гусарами. Панство люблять полювати та грати в шахи. Спокій і тиша їм гарантовані, адже «щойно останню жінку відправили з садиби». Ідилічна атмосфера у маєтку майора порушують троє сестер своїм раптовим «вторгненням». Вони прибули з «кортежом», що складається лише з чарівних дівчат. У цій ситуації майор і його товариші – як того вимагає честь солдата – вирішують прийняти жінок гідно. Усі приготування та пишні прийняття закінчуються для них фіаско. А тим часом «дами», не лякаючись хамства господарів, намагаються реалізувати власні плани щодо одруження майора. Інтрига крутиться навколо спроби сватати літнього, але багатого Майора з Зосею – дочкою однієї з його сестер. Але Зося закохана у молодого поручника Едмунда. Що переможе – інтриги, наклепи та амбіції дам чи справжня чоловіча військова дружба?!",,80,400,2024-05-19 19:59:00
130,ДАМИ І ГУСАРИ,2024-06-01 17:00:00,119,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109518?utm_referrer=lviv.kontramarka.ua/uk/dami-i-gusari-81481.html&siteShowId=81481&siteEventId=205716,"Александр Фредро «Дами і гусари» Події відбувається в будинку майора за селом, де він відпочиває з друзями-гусарами. Панство люблять полювати та грати в шахи. Спокій і тиша їм гарантовані, адже «щойно останню жінку відправили з садиби». Ідилічна атмосфера у маєтку майора порушують троє сестер своїм раптовим «вторгненням». Вони прибули з «кортежом», що складається лише з чарівних дівчат. У цій ситуації майор і його товариші – як того вимагає честь солдата – вирішують прийняти жінок гідно. Усі приготування та пишні прийняття закінчуються для них фіаско. А тим часом «дами», не лякаючись хамства господарів, намагаються реалізувати власні плани щодо одруження майора. Інтрига крутиться навколо спроби сватати літнього, але багатого Майора з Зосею – дочкою однієї з його сестер. Але Зося закохана у молодого поручника Едмунда. Що переможе – інтриги, наклепи та амбіції дам чи справжня чоловіча військова дружба?!",,80,400,2024-06-01 18:59:00
131,БУРЯ,2024-05-19 18:30:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",,"Цей острів повен духів – дикий та неприступний. Вигнанець Просперо тепер тут і володар, і диктатор. Все змінює буря: кораблетроща закинула на острів вельмож – правителів країн далеких та давніх недругів Просперо, що відібрали у нього владу та свободу. Чи магія Просперо допоможе розплутати старі незгоди й чвари?",,490,590,2024-05-19 20:00:00
132,БУРЯ,2024-05-21 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106609?utm_referrer=lviv.kontramarka.ua/uk/bura-92458.html&siteShowId=92458&siteEventId=202889,"Цей острів повен духів – дикий та неприступний. Вигнанець Просперо тепер тут і володар, і диктатор. Все змінює буря: кораблетроща закинула на острів вельмож – правителів країн далеких та давніх недругів Просперо, що відібрали у нього владу та свободу. Чи магія Просперо допоможе розплутати старі незгоди й чвари?",,490,590,2024-05-21 19:30:00
133,БУРЯ,2024-06-01 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109561?utm_referrer=lviv.kontramarka.ua/uk/bura-92458.html&siteShowId=92458&siteEventId=205755,"Цей острів повен духів – дикий та неприступний. Вигнанець Просперо тепер тут і володар, і диктатор. Все змінює буря: кораблетроща закинула на острів вельмож – правителів країн далеких та давніх недругів Просперо, що відібрали у нього владу та свободу. Чи магія Просперо допоможе розплутати старі незгоди й чвари?",,490,590,2024-06-01 19:30:00
134,БУРЯ,2024-06-30 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109585?utm_referrer=lviv.kontramarka.ua/uk/bura-92458.html&siteShowId=92458&siteEventId=205777,"Цей острів повен духів – дикий та неприступний. Вигнанець Просперо тепер тут і володар, і диктатор. Все змінює буря: кораблетроща закинула на острів вельмож – правителів країн далеких та давніх недругів Просперо, що відібрали у нього владу та свободу. Чи магія Просперо допоможе розплутати старі незгоди й чвари?",,490,590,2024-06-30 19:30:00
135,Гуцульське весілє,2024-05-22 14:00:00,180,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget512site1001/widget/event/100164021?utm_referrer=lviv.kontramarka.ua/uk/guculske-vesile-76568.html&siteShowId=76568&siteEventId=202603,"Вистава ""Гуцульське весілє"" на сцені драматичного театру імені М. Заньковецької!",,440,1190,2024-05-22 17:00:00
136,Катерина,2024-05-22 18:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106747?utm_referrer=lviv.kontramarka.ua/uk/katerina-54880.html&siteShowId=54880&siteEventId=202890,"У Театрі Заньковецької відбудеться вистава “Катерина” у Львові за мотивами видатної поеми Тараса Шевченка. Митець, як ніхто, розумів ментальність та душу українського народу і міг вложити її у поетичні твори. Саме тому, актуальність Шевченка не піддається сумнівам і у наш час. Історія скривдженої жінки Катерини  - це ніби відображення історії українського народу, колективного портрету українців, які протягом століть жили емоціями і не могли дати собі раду на своїй власній землі, сподіваючись на якусь рятівну силу, яка повинна з'явитися зовні.",,290,290,2024-05-22 19:30:00
137,"Я, ПОБЄДА І БЕРЛІН",2024-05-22 18:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-05-22 20:00:00
138,"Я, ПОБЄДА І БЕРЛІН",2024-05-30 18:30:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-05-30 20:30:00
139,"Я, ПОБЄДА І БЕРЛІН",2024-05-31 18:30:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-05-31 20:30:00
140,"Я, ПОБЄДА І БЕРЛІН",2024-06-06 18:30:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109564?utm_referrer=lviv.kontramarka.ua/uk/a-pobeda-i-berlin-87753.html&siteShowId=87753&siteEventId=205752,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-06-06 20:30:00
141,"Я, ПОБЄДА І БЕРЛІН",2024-06-22 15:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109576?utm_referrer=lviv.kontramarka.ua/uk/a-pobeda-i-berlin-87753.html&siteShowId=87753&siteEventId=205763,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-06-22 17:00:00
142,"Я, ПОБЄДА І БЕРЛІН",2024-06-23 18:30:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109578?utm_referrer=lviv.kontramarka.ua/uk/a-pobeda-i-berlin-87753.html&siteShowId=87753&siteEventId=205765,"""Я, ""Побєда"" і Берлін"" – роуд-муві сповнена іронії над собою, над 90-ми роками в Україні, кордоном, пригодами українців в Берліні та всім, що лише траплялося на очі чи під руку Кузьмі. Злегка божевільна, як ті роки, з усією безшабашністю молодості і водночас самоіронічна.",,790,790,2024-06-23 20:30:00
143,ЛЬВІВСЬКЕ ТАНГО,2024-05-23 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106583?utm_referrer=lviv.kontramarka.ua/uk/lvivske-tango-75762.html&siteShowId=75762&siteEventId=202686,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,90,490,2024-05-23 20:40:00
144,ЛЬВІВСЬКЕ ТАНГО,2024-06-08 17:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109536?utm_referrer=lviv.kontramarka.ua/uk/lvivske-tango-75762.html&siteShowId=75762&siteEventId=205723,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,90,490,2024-06-08 19:40:00
145,ЛЬВІВСЬКЕ ТАНГО,2024-06-21 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109549?utm_referrer=lviv.kontramarka.ua/uk/lvivske-tango-75762.html&siteShowId=75762&siteEventId=205740,"“Прийде ще час, коли затужиш ти за мною, прийде ще час, коли згадаєш наші дні…”",,90,490,2024-06-21 20:40:00
146,ПАЛИВО,2024-05-23 18:00:00,70,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106611?utm_referrer=lviv.kontramarka.ua/uk/palivo-86267.html&siteShowId=86267&siteEventId=202700,"Це не театральна зала. І актор тут не буде вас переконувати у правді своїх почуттів – пристрасті, ревнощах, коханні. Він – лише людина поряд з вами. Наш герой – професор, філософ, літератор. Однак заціпеніння – від невизначеності, балансування над прірвою – повертає його обличчям до базових потреб людини. Поруч з ним опиняються його асистент та студентка. І перед ними постає питання не тільки як вижити в холодні тижні зими в облозі, але й заради чого. Людина та її потреба бути щасливою – за будь-яких обставин, умов, завжди. Про це ми подумаємо разом з талановитим актором-професором Андрієм Козаком, вслухаючись у вишукані тексти французької сучасниці Амелі Нотомб.",,290,290,2024-05-23 19:10:00
147,ПАЛИВО,2024-06-06 18:00:00,70,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109565?utm_referrer=lviv.kontramarka.ua/uk/palivo-86267.html&siteShowId=86267&siteEventId=205756,"Це не театральна зала. І актор тут не буде вас переконувати у правді своїх почуттів – пристрасті, ревнощах, коханні. Він – лише людина поряд з вами. Наш герой – професор, філософ, літератор. Однак заціпеніння – від невизначеності, балансування над прірвою – повертає його обличчям до базових потреб людини. Поруч з ним опиняються його асистент та студентка. І перед ними постає питання не тільки як вижити в холодні тижні зими в облозі, але й заради чого. Людина та її потреба бути щасливою – за будь-яких обставин, умов, завжди. Про це ми подумаємо разом з талановитим актором-професором Андрієм Козаком, вслухаючись у вишукані тексти французької сучасниці Амелі Нотомб.",,290,290,2024-06-06 19:10:00
148,ПАЛИВО,2024-06-30 18:00:00,70,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109586?utm_referrer=lviv.kontramarka.ua/uk/palivo-86267.html&siteShowId=86267&siteEventId=205778,"Це не театральна зала. І актор тут не буде вас переконувати у правді своїх почуттів – пристрасті, ревнощах, коханні. Він – лише людина поряд з вами. Наш герой – професор, філософ, літератор. Однак заціпеніння – від невизначеності, балансування над прірвою – повертає його обличчям до базових потреб людини. Поруч з ним опиняються його асистент та студентка. І перед ними постає питання не тільки як вижити в холодні тижні зими в облозі, але й заради чого. Людина та її потреба бути щасливою – за будь-яких обставин, умов, завжди. Про це ми подумаємо разом з талановитим актором-професором Андрієм Козаком, вслухаючись у вишукані тексти французької сучасниці Амелі Нотомб.",,290,290,2024-06-30 19:10:00
149,ЧЕРВОНА РУТА,2024-05-24 18:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106584?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=202690,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-05-24 20:00:00
150,ЧЕРВОНА РУТА,2024-05-25 17:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106585?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=202691,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-05-25 19:00:00
151,ЧЕРВОНА РУТА,2024-05-26 17:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106586?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=202692,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-05-26 19:00:00
152,ЧЕРВОНА РУТА,2024-06-15 17:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/110355?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=206683,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-06-15 19:00:00
153,ЧЕРВОНА РУТА,2024-06-16 17:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/110356?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=206684,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-06-16 19:00:00
154,ЧЕРВОНА РУТА,2024-06-29 17:00:00,120,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/110414?utm_referrer=lviv.kontramarka.ua/uk/cervona-ruta-92232.html&siteShowId=92232&siteEventId=206743,«Червона рута. Автор слів та музики – Володимир Івасюк!» – його ім’я прозвучало на «Пісні року-71» і 21-річний хлопець з Кіцманя став композитором номер один.,,150,990,2024-06-29 19:00:00
155,Сватання на Гончарівці,2024-05-29 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106623?utm_referrer=lviv.kontramarka.ua/uk/svatanna-na-goncarivci-42894.html&siteShowId=42894&siteEventId=202705,"Сватання на Гончарівці - п'єса, яка була написана відомим українським автором Григорій Квітка-Основ'яненко багато років тому. Але навіть зараз завдяки своєму неповторному колориту, веселим діалогам, що сповнені найрізноманітнішими людськими перипетіями, вона залишається популярною. Адже любовні інтриги, весілля і все, що з ними пов'язано - завжди було і буде актуально, особливо, якщо добре приправлене дрібкою добірного гумору. Купити квитки можна від 80 до 400 гривень за місце на сайті Контрамарка, або в міських касах Львова.",#Комедія ,80,400,2024-05-29 20:40:00
156,Сватання на Гончарівці,2024-06-07 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109535?utm_referrer=lviv.kontramarka.ua/uk/svatanna-na-goncarivci-42894.html&siteShowId=42894&siteEventId=205724,"Сватання на Гончарівці - п'єса, яка була написана відомим українським автором Григорій Квітка-Основ'яненко багато років тому. Але навіть зараз завдяки своєму неповторному колориту, веселим діалогам, що сповнені найрізноманітнішими людськими перипетіями, вона залишається популярною. Адже любовні інтриги, весілля і все, що з ними пов'язано - завжди було і буде актуально, особливо, якщо добре приправлене дрібкою добірного гумору. Купити квитки можна від 80 до 400 гривень за місце на сайті Контрамарка, або в міських касах Львова.",#Комедія ,80,400,2024-06-07 20:40:00
157,Сватання на Гончарівці,2024-06-28 18:00:00,160,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109553?utm_referrer=lviv.kontramarka.ua/uk/svatanna-na-goncarivci-42894.html&siteShowId=42894&siteEventId=205741,"Сватання на Гончарівці - п'єса, яка була написана відомим українським автором Григорій Квітка-Основ'яненко багато років тому. Але навіть зараз завдяки своєму неповторному колориту, веселим діалогам, що сповнені найрізноманітнішими людськими перипетіями, вона залишається популярною. Адже любовні інтриги, весілля і все, що з ними пов'язано - завжди було і буде актуально, особливо, якщо добре приправлене дрібкою добірного гумору. Купити квитки можна від 80 до 400 гривень за місце на сайті Контрамарка, або в міських касах Львова.",#Комедія ,80,400,2024-06-28 20:40:00
158,ДОЦЯ,2024-05-29 18:30:00,100,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/106612?utm_referrer=lviv.kontramarka.ua/uk/doca-86021.html&siteShowId=86021&siteEventId=202699,Відкриття нової альтернативної сцени «Стрих» виставою «Доця»!,,490,490,2024-05-29 20:10:00
159,ДОЦЯ,2024-06-12 18:30:00,100,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109571?utm_referrer=lviv.kontramarka.ua/uk/doca-86021.html&siteShowId=86021&siteEventId=205757,Відкриття нової альтернативної сцени «Стрих» виставою «Доця»!,,490,490,2024-06-12 20:10:00
160,ДОЦЯ,2024-06-26 18:30:00,100,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/109580?utm_referrer=lviv.kontramarka.ua/uk/doca-86021.html&siteShowId=86021&siteEventId=205768,Відкриття нової альтернативної сцени «Стрих» виставою «Доця»!,,490,490,2024-06-26 20:10:00
161,Життя P.S.,2024-05-30 18:00:00,60,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget510site17/widget/event/107704?utm_referrer=lviv.kontramarka.ua/uk/zitta-p-s-76462.html&siteShowId=76462&siteEventId=203988,"У Театрі Заньковецької відбудеться прем'єрна вистава “Життя P.S.” у Львові! В основу вистави покладена реальна історія Валерії Бурлакової, учасниці бойових дій на Сході України, яка знайшла своє кохання на фронті. У своїй автобіографічній книзі вона відверто розповіла про побут війни, дискримінацію жінок, перекручення фактів у ЗМІ та інше. Це фронтовий щоденник про зовсім іншу реальність. Абсурдна, жорстока, але не безнадійна. Такою побачать її глядачі очами героїні Валерії.",,300,350,2024-05-30 19:00:00
